date,year_month,month_offset,month_num,quarter,is_quarter_end,entity_id,company_name,ticker,industry,sector,indicator,category,is_environment,is_social,is_governance,materiality_score,base_score,trend_component,seasonal_component,sector_avg_score,industry_avg_score,vs_sector_delta,vs_industry_delta,lag_1m,lag_3m,lag_6m,rolling_mean_3m,rolling_std_3m,momentum_1m,momentum_3m,controversy_count_month,controversy_rolling_3m,controversy_total_12m,esg_score,has_live_esg,revenue_usd,emissions_tco2e,emissions_intensity,ceo_pay_ratio,labor_fines_usd_5y,other_fines_usd_5y,has_live_wem
2024-11-01,2024-11,3,11,4,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Business Ethics,Governance,0,0,1,0.716,0.699,-0.0,0.0,0.63635,0.63635,0.07965,0.07965,0.706,0.7069,0.7052,0.7035,0.013919410907075054,0.010000000000000009,0.009099999999999997,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-12-01,2024-12,2,12,4,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Business Ethics,Governance,0,0,1,0.7086,0.699,-0.0,0.0,0.6255,0.6255,0.08310000000000006,0.08310000000000006,0.716,0.6885,0.7081,0.7101999999999999,0.005188448708429078,-0.007399999999999962,0.020100000000000007,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2025-01-01,2025-01,1,1,1,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Business Ethics,Governance,0,0,1,0.7348,0.699,-0.0,0.0,0.6524,0.6524,0.08240000000000003,0.08240000000000003,0.7086,0.706,0.694,0.7197999999999999,0.013507035203922305,0.0262,0.028800000000000048,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2025-02-01,2025-02,0,2,1,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Business Ethics,Governance,0,0,1,0.7223,0.699,-0.0,0.0,0.63435,0.63435,0.08795000000000008,0.08795000000000008,0.7348,0.716,0.7069,0.7219000000000001,0.013104579352272073,-0.012499999999999956,0.006300000000000083,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-03-01,2024-03,11,3,1,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7172,0.727,-0.0,0.0,0.66995,0.7172,0.0472499999999999,0.0,0.7243719999999999,0.7387159999999999,0.760232,0.7172,0.0,-0.007171999999999956,-0.02151599999999998,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-04-01,2024-04,10,4,2,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.732,0.727,-0.0,0.0,0.67485,0.732,0.057150000000000034,0.0,0.7172,0.7387159999999999,0.760232,0.7245999999999999,0.010465180361560968,0.014800000000000035,-0.006715999999999944,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-05-01,2024-05,9,5,2,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7358,0.727,-0.0,0.0,0.6776500000000001,0.7358,0.058149999999999924,0.0,0.732,0.7387159999999999,0.760232,0.7283333333333334,0.009827173211729543,0.0038000000000000256,-0.0029159999999999187,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-06-01,2024-06,8,6,2,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7253,0.727,-0.0,0.0,0.6770499999999999,0.7253,0.048250000000000015,0.0,0.7358,0.7172,0.760232,0.7310333333333333,0.005316327052894209,-0.010500000000000065,0.008099999999999996,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-07-01,2024-07,7,7,3,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7235,0.727,-0.0,0.0,0.6656500000000001,0.7235,0.05784999999999996,0.0,0.7253,0.732,0.760232,0.7282000000000001,0.006643041472097073,-0.0017999999999999128,-0.008499999999999952,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-08-01,2024-08,6,8,3,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7341,0.727,-0.0,0.0,0.67125,0.7341,0.06284999999999996,0.0,0.7235,0.7358,0.760232,0.7276333333333334,0.005672154205708315,0.010599999999999943,-0.0017000000000000348,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-09-01,2024-09,5,9,3,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7268,0.727,-0.0,0.0,0.6689,0.7268,0.05789999999999995,0.0,0.7341,0.7253,0.7172,0.7281333333333334,0.005424327915358198,-0.007299999999999973,0.0015000000000000568,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-10-01,2024-10,4,10,4,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7252,0.727,-0.0,0.0,0.6761999999999999,0.7252,0.049000000000000044,0.0,0.7268,0.7235,0.732,0.7286999999999999,0.004744470465710665,-0.0016000000000000458,0.0016999999999999238,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-11-01,2024-11,3,11,4,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7345,0.727,-0.0,0.0,0.68415,0.7345,0.050350000000000006,0.0,0.7252,0.7341,0.7358,0.7288333333333333,0.004972256362390679,0.009300000000000086,0.00040000000000006697,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-12-01,2024-12,2,12,4,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7237,0.727,-0.0,0.0,0.6596,0.7237,0.06410000000000005,0.0,0.7345,0.7268,0.7253,0.7278000000000001,0.005850640990524158,-0.010800000000000032,-0.0030999999999999917,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2025-01-01,2025-01,1,1,1,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7404,0.727,-0.0,0.0,0.6997,0.7404,0.04069999999999996,0.0,0.7237,0.7252,0.7235,0.7328666666666667,0.008468962943202218,0.016699999999999937,0.015199999999999991,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2025-02-01,2025-02,0,2,1,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Critical Incidence Risk Management,Governance,0,0,1,0.7529,0.727,-0.0,0.0,0.69505,0.7529,0.05785000000000007,0.0,0.7404,0.7345,0.7341,0.7389999999999999,0.01465025597045996,0.012500000000000067,0.018399999999999972,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-03-01,2024-03,11,3,1,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.6191,0.492,-0.11,0.0,0.7214666666666667,0.6731499999999999,-0.10236666666666672,-0.05404999999999993,0.625291,0.637673,0.656246,0.6191,0.0,-0.006191000000000058,-0.01857300000000006,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-04-01,2024-04,10,4,2,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.6001,0.492,-0.1,0.0,0.7120333333333333,0.66065,-0.11193333333333333,-0.06054999999999999,0.6191,0.637673,0.656246,0.6095999999999999,0.013435028842544376,-0.019000000000000017,-0.03757300000000008,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-05-01,2024-05,9,5,2,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.5952,0.492,-0.09,0.0,0.6947,0.64735,-0.09950000000000003,-0.05215000000000003,0.6001,0.637673,0.656246,0.6048,0.012624183141890769,-0.0049000000000000155,-0.042473000000000094,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-06-01,2024-06,8,6,2,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.576,0.492,-0.08,0.0,0.6766333333333333,0.6316999999999999,-0.10063333333333335,-0.05569999999999997,0.5952,0.6191,0.656246,0.5904333333333333,0.012737477510611247,-0.019199999999999995,-0.04310000000000003,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-07-01,2024-07,7,7,3,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.5608,0.492,-0.07,0.0,0.672,0.6227,-0.11120000000000008,-0.061900000000000066,0.576,0.6001,0.656246,0.5773333333333333,0.01723871611615321,-0.015199999999999991,-0.0393,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-08-01,2024-08,6,8,3,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.5434,0.492,-0.06,0.0,0.6578,0.6062000000000001,-0.11440000000000006,-0.06280000000000008,0.5608,0.5952,0.656246,0.5600666666666667,0.016312367496268385,-0.01739999999999997,-0.05179999999999996,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-09-01,2024-09,5,9,3,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.5485,0.492,-0.05,0.0,0.6526,0.6029,-0.10409999999999997,-0.054400000000000004,0.5434,0.576,0.6191,0.5509,0.008944830909524045,0.005099999999999993,-0.02749999999999997,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-10-01,2024-10,4,10,4,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.5366,0.492,-0.04,0.0,0.6432333333333333,0.59355,-0.10663333333333336,-0.056950000000000056,0.5485,0.5608,0.6001,0.5428333333333333,0.00597020379328097,-0.011900000000000022,-0.0242,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-11-01,2024-11,3,11,4,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.5159,0.492,-0.03,0.0,0.6281,0.57385,-0.11219999999999997,-0.057949999999999946,0.5366,0.5434,0.5952,0.5336666666666666,0.016496767360101236,-0.02069999999999994,-0.02749999999999997,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-12-01,2024-12,2,12,4,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.4993,0.492,-0.02,0.0,0.6102,0.56385,-0.11089999999999994,-0.06454999999999994,0.5159,0.5485,0.576,0.5172666666666667,0.018687518115932198,-0.016600000000000004,-0.049199999999999966,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2025-01-01,2025-01,1,1,1,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.5343,0.492,-0.01,0.0,0.6399666666666667,0.581,-0.10566666666666669,-0.046699999999999964,0.4993,0.5366,0.5608,0.5165000000000001,0.01750771258617075,0.034999999999999976,-0.0022999999999999687,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2025-02-01,2025-02,0,2,1,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Customer Privacy,Social,0,1,0,0.4967,0.492,-0.0,0.0,0.6104333333333333,0.5598,-0.1137333333333333,-0.06309999999999999,0.5343,0.5159,0.5434,0.5100999999999999,0.02099809515170264,-0.03760000000000002,-0.01920000000000005,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-03-01,2024-03,11,3,1,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.4987,0.505,-0.0,0.0,0.4987,0.4987,0.0,0.0,0.503687,0.513661,0.528622,0.4987,0.0,-0.004987000000000019,-0.014961000000000058,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-04-01,2024-04,10,4,2,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.4976,0.505,-0.0,0.0,0.4976,0.4976,0.0,0.0,0.4987,0.513661,0.528622,0.49815,0.0007778174593051951,-0.0010999999999999899,-0.016061000000000047,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-05-01,2024-05,9,5,2,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.4992,0.505,-0.0,0.0,0.4992,0.4992,0.0,0.0,0.4976,0.513661,0.528622,0.49849999999999994,0.0008185352771872337,0.0015999999999999903,-0.014461000000000057,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-06-01,2024-06,8,6,2,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.4942,0.505,-0.0,0.0,0.4942,0.4942,0.0,0.0,0.4992,0.4987,0.528622,0.49700000000000005,0.002553429066960759,-0.0050000000000000044,-0.004500000000000004,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-07-01,2024-07,7,7,3,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.5079,0.505,-0.0,0.0,0.5079,0.5079,0.0,0.0,0.4942,0.4976,0.528622,0.5004333333333334,0.006932772413207659,0.013700000000000045,0.010300000000000031,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-08-01,2024-08,6,8,3,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.4944,0.505,-0.0,0.0,0.4944,0.4944,0.0,0.0,0.5079,0.4992,0.528622,0.4988333333333333,0.007852600418545021,-0.013500000000000012,-0.004799999999999971,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-09-01,2024-09,5,9,3,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.5084,0.505,-0.0,0.0,0.5084,0.5084,0.0,0.0,0.4944,0.4942,0.4987,0.5035666666666666,0.007942501704962497,0.013999999999999957,0.01419999999999999,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-10-01,2024-10,4,10,4,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.4811,0.505,-0.0,0.0,0.4811,0.4811,0.0,0.0,0.5084,0.5079,0.4976,0.4946333333333334,0.013651495644556047,-0.027299999999999935,-0.02679999999999999,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-11-01,2024-11,3,11,4,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.4954,0.505,-0.0,0.0,0.4954,0.4954,0.0,0.0,0.4811,0.4944,0.4992,0.4949666666666667,0.013655157755710213,0.01429999999999998,0.0010000000000000009,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-12-01,2024-12,2,12,4,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.5137,0.505,-0.0,0.0,0.5137,0.5137,0.0,0.0,0.4954,0.5084,0.4942,0.4967333333333334,0.016340848611174817,0.01830000000000004,0.005300000000000082,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2025-01-01,2025-01,1,1,1,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.5436,0.505,-0.0,0.0,0.5436,0.5436,0.0,0.0,0.5137,0.4811,0.5079,0.5175666666666666,0.024331529613514456,0.029899999999999927,0.062499999999999944,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2025-02-01,2025-02,0,2,1,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Employee Health & Safety,Social,0,1,0,0.5223,0.505,-0.0,0.0,0.5223,0.5223,0.0,0.0,0.5436,0.4954,0.4944,0.5265333333333334,0.01539296376054104,-0.021299999999999986,0.02689999999999998,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-03-01,2024-03,11,3,1,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Energy Management,Environment,1,0,0,0.4243,0.409,-0.0,0.013,0.4653333333333333,0.50065,-0.04103333333333331,-0.07635000000000003,0.428543,0.437029,0.44975800000000005,0.4243,0.0,-0.004242999999999997,-0.01272899999999999,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-04-01,2024-04,10,4,2,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Energy Management,Environment,1,0,0,0.3896,0.409,-0.0,0.0075,0.44036666666666663,0.48375,-0.05076666666666663,-0.09415000000000001,0.4243,0.437029,0.44975800000000005,0.40695000000000003,0.024536605307173224,-0.03470000000000001,-0.047429,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-05-01,2024-05,9,5,2,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Energy Management,Environment,1,0,0,0.4069,0.409,-0.0,0.0,0.4432666666666667,0.48805,-0.036366666666666714,-0.08115,0.3896,0.437029,0.44975800000000005,0.40693333333333337,0.017350024015353235,0.017299999999999982,-0.030129000000000017,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-06-01,2024-06,8,6,2,1,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Energy Management,Environment,1,0,0,0.4038,0.409,-0.0,-0.0075,0.43549999999999994,0.47824999999999995,-0.03169999999999995,-0.07444999999999996,0.4069,0.4243,0.44975800000000005,0.40009999999999996,0.009224424101265137,-0.0030999999999999917,-0.020500000000000018,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-07-01,2024-07,7,7,3,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Energy Management,Environment,1,0,0,0.3844,0.409,-0.0,-0.013,0.41996666666666665,0.45845,-0.035566666666666635,-0.07405,0.4038,0.3896,0.44975800000000005,0.3983666666666667,0.012194397620765605,-0.019399999999999973,-0.005199999999999982,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
2024-08-01,2024-08,6,8,3,0,1202,Airtel Africa plc,AAF,Telecommunications services,technology,Energy Management,Environment,1,0,0,0.3675,0.409,-0.0,-0.015,0.41873333333333335,0.4578,-0.05123333333333335,-0.09029999999999999,0.3844,0.4069,0.44975800000000005,0.3852333333333333,0.018164342358955192,-0.016900000000000026,-0.03939999999999999,0,0.0,0,52.0,0,15000000000,300000,2e-05,120,5000000,2000000,0
